"RecordIDS","AverageConsistency","Latitude-Consistency","Latitude-Values","Country-Consistency","Country-Values","Magnitude-Consistency","Magnitude-Values","Depth-Consistency","Depth-Values","Time-Consistency","Time-Values","Date-Consistency","Date-Values","TotalDamages-Consistency","TotalDamages-Values","Longitude-Consistency","Longitude-Values","Deaths-Consistency","Deaths-Values"
"File1_5670+File2_21028+File2_21029+File3_1149","0.8611111111111112","1.0","{43.513|43.508|43.595|43.508}","1.0","{TURKEY|TURKEY|TURKEY|TURKEY}","0.75","{7.1|7.1|5.6|7.0}","0.0","{16.0|18.0|9.0}","1.0","{10:41:22|10:41:23|10:48:17|10:41}","1.0","{2011-10-23|2011-10-23|2011-10-23|2011-10-23}","1.0","{1500.0|1500.0}","1.0","{38.722|38.721|38.751|38.721}","1.0","{604.0|604.0}"
"File1_5799+File2_22093+File2_22094","0.8571428571428571","1.0","{-70.814|-70.7022|-70.8837}","1.0","{CHILE|CHILE|CHILE}","0.6666666666666666","{6.7|6.7|6.4}","1.0","{21.0|20.0|21.0}","0.6666666666666666","{21:16|21:16:30|05:11:35}","0.6666666666666666","{2014-03-16|2014-03-16|2014-03-17}",,,"1.0","{-19.965|-19.9807|-20.0168}",,
"File1_3989+File2_1044+File3_1491","0.9166666666666666","1.0","{58.2|58.178|58.2}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","0.6666666666666666","{6.5|6.2|7.0}","1.0","{15.0|15.0}","1.0","{07:27:32|07:27}","1.0","{1968-09-01|1968-09-01|1968-09-01}",,,"1.0","{34.0|34.021|34.0}","1.0","{700.0|700.0}"
"File1_4834+File2_12602","1.0","1.0","{154.178|154.178}","1.0","{PAPUA NEW GUINEA|PAPUA NEW GUINEA}","1.0","{7.7|7.7}","1.0","{30.0|30.1}","1.0","{10:27:28|10:27:29}","1.0","{1995-08-16|1995-08-16}",,,"1.0","{-5.799|-5.799}",,
"File1_4822+File2_12379","0.14285714285714285","0.0","{139.186|-26.129}","0.0","{JAPAN|BRAZIL}","0.0","{5.4|5.9}","1.0","{11.0|10.0}","0.0","{03:49:33|12:50:43}","0.0","{1995-04-01|1995-04-03}",,,"0.0","{37.925|0.698}",,
"File1_5566+File2_19843+File3_1088","0.8095238095238094","1.0","{157.346|157.354|157.354}","1.0","{SOLOMON ISLANDS|SOLOMON ISLANDS|SOLOMON ISLANDS}","1.0","{7.1|7.1|7.0}","0.0","{25.0|10.0}","0.6666666666666666","{22:36:27|22:36:26|10:48}","1.0","{2010-01-03|2010-01-03|2010-01-03}",,,"1.0","{-8.799|-8.783|-8.783}",,
"File1_4815+File2_12245","0.14285714285714285","0.0","{109.33|152.749}","0.0","{CHINA|PAPUA NEW GUINEA}","0.0","{5.3|5.5}","1.0","{33.0|33.0}","0.0","{02:57:20|22:55:25}","0.0","{1994-12-31|1994-12-30}",,,"0.0","{20.524|-4.265}",,
"File1_4856+File2_13060","0.8571428571428571","1.0","{-177.632|-177.632}","0.0","{USA|UNITED STATES}","1.0","{7.9|7.9}","1.0","{33.0|33.0}","1.0","{04:03:35|04:03:35}","1.0","{1996-06-10|1996-06-10}",,,"1.0","{51.564|51.564}",,
"File1_5259+File2_17330+File3_0930","0.875","1.0","{97.108|97.108|97.108}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{8.6|8.6|9.0}","1.0","{30.0|30.0}","1.0","{16:09:36|16:09:37|16:09}","1.0","{2005-03-28|2005-03-28|2005-03-28}",,,"1.0","{2.085|2.085|2.085}","0.0","{1313.0|915.0}"
"File1_4593+File2_9219+File2_9222+File3_0360","0.8125","0.75","{-90.45|-90.45|-90.645|-90.45}","1.0","{GUATEMALA|GUATEMALA|GUATEMALA|GUATEMALA}","0.5","{6.0|6.6|5.7|7.0}","1.0","{69.0|68.5|67.5}","0.75","{14:47:10|14:47:11|02:43:11|14:47}","0.75","{1988-11-03|1988-11-03|1988-11-04|1988-11-03}",,,"0.75","{13.881|13.881|13.836|13.881}","1.0","{5.0|5.0}"
"File1_5888+File2_22930","1.0","1.0","{-93.633|-93.633}","1.0","{MEXICO|MEXICO}","1.0","{6.6|6.6}","1.0","{85.0|85.0}","1.0","{19:49:05|19:49:53}","1.0","{2015-12-17|2015-12-17}",,,"1.0","{15.802|15.8015}","1.0","{2.0}"
"File1_5444+File2_18915","1.0","1.0","{81.467|81.467}","1.0","{CHINA|CHINA}","1.0","{7.2|7.2}","1.0","{10.0|10.0}","1.0","{22:32:57|22:32:58}","1.0","{2008-03-20|2008-03-20}",,,"1.0","{35.49|35.49}",,
"File1_4446+File2_6852+File3_0420","0.8888888888888888","0.6666666666666666","{151.868|151.868|151.868}","0.6666666666666666","{PAPUA NEW GUINEA|PAPUA NEW GUINEA|MICRONESIA, FEDERATED STATES OF}","1.0","{6.4|6.4|6.0}","1.0","{26.0|26.0}","1.0","{01:02:02|01:02:02|01:02}","1.0","{1983-12-22|1983-12-22|1983-12-22}","1.0","{25.0}","0.6666666666666666","{-5.392|-5.392|5.392}","1.0","{10.0|10.0}"
"File1_4524+File2_8097+File2_8098+File2_8099","0.9375","1.0","{-118.447|-118.4428333|-118.441|-118.4538333}","0.75","{USA|UNITED STATES|UNITED STATES|UNITED STATES}","1.0","{6.2|6.4|6.35|5.7}","0.75","{9.0|8.804|4.06|8.482}","1.0","{14:42:26|14:42:26|14:42:27|14:51:09}","1.0","{1986-07-21|1986-07-21|1986-07-21|1986-07-21}","1.0","{1.0}","1.0","{37.537|37.538|37.538|37.4931667}",,
"File1_4088+File2_2104","0.5714285714285714","1.0","{141.1|141.144}","0.0","{RUSSIA|RUSSIAN FEDERATION}","0.0","{6.1|6.6}","0.0","{21.0|18.4}","1.0","{19:01:45|19:01:47}","1.0","{1971-09-27|1971-09-27}",,,"1.0","{46.4|46.347}",,
"File1_3974+File2_0916","0.5714285714285714","0.0","{142.7|142.864}","1.0","{JAPAN|JAPAN}","1.0","{7.5|7.9}","0.0","{33.0|25.0}","1.0","{10:39:01|10:39:02}","1.0","{1968-05-16|1968-05-16}",,,"0.0","{41.5|41.43}",,
"File1_4300+File2_5182","1.0","1.0","{115.949|115.949}","1.0","{INDONESIA|INDONESIA}","1.0","{5.8|6.1}","1.0","{25.0|25.0}","1.0","{09:38:52|09:38:53}","1.0","{1979-05-30|1979-05-30}","1.0","{4.0}","1.0","{-8.207|-8.207}","1.0","{22.0}"
"File1_5254+File2_17310+File3_0967","0.9523809523809523","1.0","{61.887|61.887|61.887}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{6.0|6.0|6.0}","1.0","{54.0|54.0}","1.0","{03:31:23|03:31:23|03:31}","1.0","{2005-03-13|2005-03-13|2005-03-13}",,,"1.0","{27.095|27.095|27.095}",,
"File1_5494+File2_19256+File3_1024","0.9583333333333334","1.0","{122.091|122.091|122.091}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{7.3|7.4|7.0}","1.0","{30.0|30.0}","1.0","{17:02:32|17:02:33|17:02}","0.6666666666666666","{2008-11-16|2008-11-16|2008-11-15}",,,"1.0","{1.271|1.271|1.271}","1.0","{6.0|6.0}"
"File1_4604+File2_9390+File3_0526","0.9047619047619048","1.0","{126.189|126.189|126.189}","1.0","{INDONESIA|INDONESIA|INDONESIA}","0.6666666666666666","{5.6|6.1|5.0}","1.0","{32.0|31.9}","0.6666666666666666","{11:44:32|11:44:32|09:44}","1.0","{1989-03-08|1989-03-08|1989-03-08}",,,"1.0","{1.031|1.031|1.031}",,
"File1_3987+File2_1043+File3_0250","0.6666666666666666","0.6666666666666666","{59.0|59.083|59.083}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{7.3|7.1|7.0}","0.0","{13.0|10.0}","1.0","{10:47:37|10:47:43|10:47}","1.0","{1968-08-31|1968-08-31|1968-08-31}","1.0","{35.0|35.0}","0.6666666666666666","{34.0|34.158|34.158}","0.0","{10488.0|10000.0}"
"File1_4790+File2_11791+File2_11794","0.8148148148148149","0.6666666666666666","{104.302|104.302|168.866}","0.6666666666666666","{INDONESIA|INDONESIA|VANUATU}","1.0","{6.9|6.9|6.5}","0.6666666666666666","{23.0|23.1|19.5}","0.6666666666666666","{17:07:43|17:07:44|21:11:56}","1.0","{1994-02-15|1994-02-15|1994-02-15}","1.0","{170.0}","0.6666666666666666","{-4.967|-4.967|-20.399}","1.0","{207.0}"
"File1_4742+File2_10922","1.0","1.0","{-77.872|-77.872}","1.0","{CUBA|CUBA}","1.0","{7.0|6.8}","1.0","{23.0|23.1}","1.0","{16:55:04|16:55:04}","1.0","{1992-05-25|1992-05-25}",,,"1.0","{19.613|19.613}",,
"File1_5037+File2_15733+File2_15734","1.0","1.0","{-115.322|-115.32|-115.3215}","1.0","{MEXICO|MEXICO|MEXICO}","1.0","{5.5|5.5|5.7}","1.0","{7.0|7.0|7.007}","1.0","{19:32:41|19:32:41|19:32:42}","1.0","{2002-02-22|2002-02-22|2002-02-22}",,,"1.0","{32.319|32.32|32.3188333}",,
"File1_5653+File2_20848","0.14285714285714285","0.0","{95.948|-171.702}","0.0","{CHINA|UNITED STATES}","0.0","{5.3|5.8}","1.0","{29.0|30.0}","0.0","{07:48:16|06:48:33}","0.0","{2011-06-26|2011-06-28}",,,"0.0","{32.447|52.087}",,
"File1_4514+File2_7985+File3_0478","1.0","1.0","{43.737|43.737|43.737}","1.0","{GEORGIA|GEORGIA|GEORGIA}","1.0","{5.7|5.8|6.0}","1.0","{10.0|10.0}","1.0","{08:44:02|08:44:02}","1.0","{1986-05-13|1986-05-13|1986-05-13}",,,"1.0","{41.431|41.431|41.431}","1.0","{2.0|2.0}"
"File1_4773+File2_11534+File2_11536+File3_0627","0.7916666666666666","0.75","{31.69|31.69|-130.797|31.69}","0.75","{SUDAN|SUDAN|CANADA|SUDAN}","1.0","{5.5|5.5|6.0|6.0}","0.6666666666666666","{13.0|12.5|10.0}","0.6666666666666666","{00:20:40|00:20:41|07:20}","0.75","{1993-08-01|1993-08-01|1993-08-03|1993-08-01}",,,"0.75","{15.385|15.385|51.188|15.385}","1.0","{2.0|3.0}"
"File1_4202+File2_3865","0.125","0.0","{-91.061|-116.4715}","0.0","{GUATEMALA|UNITED STATES}","0.0","{5.1|5.84}","0.0","{5.0|1.3}","0.0","{16:30:41|12:30:01}","0.0","{1976-03-13|1976-03-14}",,,"0.0","{14.767|37.306}","1.0","{4.0}"
"File1_4225+File2_4134+File3_0108","0.9583333333333333","1.0","{139.918|139.918|139.918}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{7.1|7.1|7.0}","1.0","{33.0|33.0}","0.6666666666666666","{02:51:07|02:51:08|00:51}","1.0","{1976-10-29|1976-10-29|1976-10-29}",,,"1.0","{-4.517|-4.517|-4.517}","1.0","{133.0|133.0}"
"File1_5260+File2_17365+File2_17372","0.8571428571428571","1.0","{99.607|99.607|99.717}","1.0","{INDONESIA|INDONESIA|INDONESIA}","0.6666666666666666","{6.7|6.7|6.4}","0.6666666666666666","{19.0|19.0|30.0}","0.6666666666666666","{10:29:11|10:29:11|17:24:39}","1.0","{2005-04-10|2005-04-10|2005-04-10}",,,"1.0","{-1.644|-1.644|-1.591}",,
"File1_5760+File2_21778+File3_1174","0.925925925925926","1.0","{121.141|121.141|121.141}","1.0","{TAIWAN|TAIWAN|TAIWAN}","1.0","{6.3|6.2|6.0}","1.0","{17.0|17.0}","0.6666666666666666","{05:43:03|05:43:03|17:43}","0.6666666666666666","{2013-06-02|2013-06-02|2013-06-01}","1.0","{1.0}","1.0","{23.789|23.789|23.789}","1.0","{4.0|4.0}"
"File1_4803+File2_11958","1.0","1.0","{-76.057|-76.057}","1.0","{COLOMBIA|COLOMBIA}","1.0","{6.8|6.8}","1.0","{12.0|12.1}","1.0","{20:47:40|20:47:41}","1.0","{1994-06-06|1994-06-06}","1.0","{2.0}","1.0","{2.917|2.917}","1.0","{650.0}"
"File1_4870+File2_13403+File2_13404+File3_0702","0.7777777777777778","1.0","{57.291|57.295|57.291|57.291}","0.75","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","0.5","{6.5|5.5|6.5|6.0}","1.0","{10.0|10.0|10.0}","0.75","{10:37:47|09:53:56|10:37:47|10:37}","1.0","{1997-02-04|1997-02-04|1997-02-04|1997-02-04}","1.0","{30.0|30.0}","1.0","{37.661|37.564|37.661|37.661}","0.0","{88.0|100.0}"
"File1_4068+File2_1919","0.7142857142857143","1.0","{-177.2|-177.318}","0.0","{USA|UNITED STATES}","1.0","{7.1|7.0}","0.0","{43.0|24.2}","1.0","{06:08:27|06:08:27}","1.0","{1971-05-02|1971-05-02}",,,"1.0","{51.4|51.396}",,
"File1_4910+File2_13953+File3_0726","0.9166666666666666","1.0","{13.652|13.652|13.652}","0.6666666666666666","{AUSTRIA|SLOVENIA|SLOVENIA}","1.0","{5.7|5.6|6.0}","1.0","{10.0|10.0}","0.6666666666666666","{10:55:32|10:55:33|11:55}","1.0","{1998-04-12|1998-04-12|1998-04-12}",,,"1.0","{46.245|46.245|46.245}","1.0","{1.0}"
"File1_4745+File2_10982","0.5714285714285714","1.0","{-116.827|-116.827}","0.0","{USA|UNITED STATES}","0.0","{6.7|6.3}","0.0","{5.0|3.634}","1.0","{15:05:30|15:05:31}","1.0","{1992-06-28|1992-06-28}",,,"1.0","{34.203|34.203}",,
"File1_4920+File2_14046+File3_0725","0.6666666666666666","0.6666666666666666","{142.582|141.926|141.926}","1.0","{PAPUA NEW GUINEA|PAPUA NEW GUINEA|PAPUA NEW GUINEA}","1.0","{7.0|7.0|7.0}","0.0","{25.0|10.0}","1.0","{08:49:16|08:49:13|08:49}","1.0","{1998-07-17|1998-07-17|1998-07-17}",,,"0.6666666666666666","{-2.943|-2.961|-2.961}","0.0","{1636.0|2182.0}"
"File1_4190+File2_3654","1.0","1.0","{-175.119|-175.119}","1.0","{TONGA|TONGA}","1.0","{7.8|7.8}","1.0","{9.0|9.0}","1.0","{14:35:15|14:35:15}","1.0","{1975-10-11|1975-10-11}",,,"1.0","{-24.894|-24.894}",,
"File1_5535+File2_19627+File2_19630","0.6666666666666666","0.6666666666666666","{95.718|95.718|-172.571}","0.6666666666666666","{CHINA|CHINA|TONGA}","0.6666666666666666","{6.2|6.3|6.6}","0.6666666666666666","{13.0|13.0|11.0}","0.6666666666666666","{01:52:06|01:52:07|14:51:33}","0.6666666666666666","{2009-08-28|2009-08-28|2009-08-30}",,,"0.6666666666666666","{37.696|37.696|-15.223}",,
"File1_5099+File2_16170+File3_0847","0.8888888888888888","1.0","{77.23|77.23|77.23}","1.0","{CHINA|CHINA|CHINA}","1.0","{6.3|6.3|6.0}","1.0","{11.0|11.0}","1.0","{02:03:41|02:03:41|02:03}","1.0","{2003-02-24|2003-02-24|2003-02-24}","1.0","{157.0}","1.0","{39.61|39.61|39.61}","0.0","{261.0|268.0}"
"File1_4540+File2_8316+File2_8318","0.7142857142857143","0.6666666666666666","{81.319|-82.601|81.319}","0.6666666666666666","{CHINA|PANAMA|CHINA}","1.0","{5.8|6.3|5.7}","0.6666666666666666","{17.0|10.0|16.5}","0.6666666666666666","{22:52:46|17:52:37|22:52:47}","0.6666666666666666","{1987-01-05|1987-01-04|1987-01-05}",,,"0.6666666666666666","{41.964|5.973|41.964}",,
"File1_5930+File2_23356+File3_1247","0.9629629629629629","1.0","{73.978|73.9776|74.047}","0.6666666666666666","{CHINA|TAJIKISTAN|TAJIKISTAN}","1.0","{6.6|6.6|7.0}","1.0","{17.0|17.0}","1.0","{14:25:11|14:24:31|14:24}","1.0","{2016-11-25|2016-11-25|2016-11-25}","1.0","{5.0|5.0}","1.0","{39.273|39.2732|39.238}","1.0","{1.0|1.0}"
"File1_4392+File2_6221+File3_0461","0.8518518518518519","1.0","{-89.339|-89.339|-89.387}","1.0","{EL SALVADOR|EL SALVADOR|EL SALVADOR}","0.6666666666666666","{6.2|6.2|7.0}","1.0","{82.0|81.6}","1.0","{06:21:58|06:21:58|06:21}","1.0","{1982-06-19|1982-06-19|1982-06-19}","1.0","{5.0|5.0}","1.0","{13.313|13.313|13.332}","0.0","{43.0|20.0}"
"File1_4301+File2_5184","1.0","1.0","{117.179|117.179}","1.0","{AUSTRALIA|AUSTRALIA}","1.0","{6.1|6.1}","1.0","{6.0|6.0}","1.0","{09:47:58|09:47:58}","1.0","{1979-06-02|1979-06-02}",,,"1.0","{-30.812|-30.812}",,
"File1_4334+File2_5582","1.0","1.0","{139.181|139.181}","1.0","{JAPAN|JAPAN}","1.0","{6.2|6.2}","1.0","{15.0|15.0}","1.0","{07:20:05|07:20:05}","1.0","{1980-06-29|1980-06-29}",,,"1.0","{34.808|34.808}",,
"File1_4864+File2_13309","1.0","1.0","{-75.675|-75.675}","1.0","{PERU|PERU}","1.0","{7.7|7.7}","1.0","{33.0|33.0}","1.0","{16:59:44|16:59:44}","1.0","{1996-11-12|1996-11-12}",,,"1.0","{-14.993|-14.993}","1.0","{14.0}"
"File1_3969+File2_0888","0.625","0.0","{132.5|132.269}","1.0","{JAPAN|JAPAN}","1.0","{7.5|7.5}","0.0","{30.0|34.2}","1.0","{00:42:04|00:42:07}","1.0","{1968-04-01|1968-04-01}",,,"0.0","{32.3|32.449}","1.0","{1.0}"
"File1_4469+File2_7182+File3_0470","0.9583333333333334","1.0","{42.219|42.219|42.22}","1.0","{TURKEY|TURKEY|TURKEY}","0.6666666666666666","{6.4|5.5|-1.0}","1.0","{10.0|10.0}","1.0","{13:26:01|13:26:02}","1.0","{1984-09-18|1984-09-18|1984-09-18}",,,"1.0","{40.885|40.885|40.89}","1.0","{3.0|3.0}"
"File1_3939+File2_0648","1.0","1.0","{116.5|116.608}","1.0","{CHINA|CHINA}","1.0","{6.3|6.1}","1.0","{30.0|29.7}","1.0","{08:58:20|08:58:24}","1.0","{1967-03-27|1967-03-27}",,,"1.0","{38.5|38.474}",,
"File1_5393+File2_18552+File2_18557+File2_18558+File2_18561+File3_1033","0.6925925925925926","0.5","{141.798|141.798|141.771|47.462|145.306|141.798}","0.5","{RUSSIA|RUSSIAN FEDERATION|RUSSIAN FEDERATION|YEMEN|AUSTRALIA|RUSSIAN FEDERATION}","1.0","{6.2|6.2|5.5|5.7|5.9|6.0}","0.4","{5.0|5.0|10.0|10.0|6.0}","0.5","{02:37:42|02:37:42|10:37:32|13:37:29|00:41:14|02:37}","0.8333333333333334","{2007-08-02|2007-08-02|2007-08-02|2007-08-02|2007-08-03|2007-08-02}","1.0","{420.0}","0.5","{47.116|47.116|46.626|12.511|-62.973|47.116}","1.0","{2.0|2.0}"
"File1_5447+File2_18955","1.0","1.0","{-90.599|-90.599}","1.0","{GUATEMALA|GUATEMALA}","1.0","{6.1|6.1}","1.0","{33.0|33.0}","1.0","{03:03:04|03:03:05}","1.0","{2008-04-15|2008-04-15}",,,"1.0","{13.564|13.564}",,
"File1_5268+File2_17495","0.8571428571428571","1.0","{92.19|92.19}","0.0","{INDIA|INDONESIA}","1.0","{7.2|7.2}","1.0","{16.0|16.0}","1.0","{15:42:06|15:42:06}","1.0","{2005-07-24|2005-07-24}",,,"1.0","{7.92|7.92}",,
"File1_5266+File2_17487","0.5714285714285714","0.0","{124.48|124.238}","1.0","{INDONESIA|INDONESIA}","0.0","{5.3|5.5}","1.0","{10.0|10.0}","1.0","{02:04:59|02:06:54}","1.0","{2005-07-18|2005-07-18}",,,"0.0","{-9.948|-9.911}",,
"File1_3936+File2_0613+File3_0079","1.0","1.0","{-74.9|-74.798|-74.798}","1.0","{COLOMBIA|COLOMBIA|COLOMBIA}","1.0","{6.8|7.0|7.0}","1.0","{60.0|55.0}","1.0","{15:24|15:24:49|15:24}","1.0","{1967-02-09|1967-02-09|1967-02-09}","1.0","{0.0}","1.0","{2.9|2.849|2.849}","1.0","{61.0}"
"File1_5459+File2_19022+File2_19024","0.7619047619047619","0.6666666666666666","{-21.012|-21.013|0.987}","0.6666666666666666","{ICELAND|ICELAND|SAINT HELENA}","1.0","{6.3|6.3|5.7}","1.0","{10.0|9.0|10.0}","0.6666666666666666","{15:46|15:46|10:44:12}","0.6666666666666666","{2008-05-29|2008-05-29|2008-05-30}",,,"0.6666666666666666","{64.004|64.005|-54.744}",,
"File1_4701+File2_10446","1.0","1.0","{-83.073|-83.073}","1.0","{COSTA RICA|COSTA RICA}","1.0","{7.6|7.6}","1.0","{10.0|10.0}","1.0","{21:56:51|21:56:52}","1.0","{1991-04-22|1991-04-22}","1.0","{510.0}","1.0","{9.685|9.685}","1.0","{90.0}"
"File1_5185+File2_16772+File3_0916","0.9523809523809523","1.0","{96.758|96.758|96.758}","1.0","{CHINA|CHINA|CHINA}","0.6666666666666666","{5.4|5.5|6.0}","1.0","{14.0|13.5}","1.0","{05:04:58|05:04:58}","1.0","{2004-05-04|2004-05-04|2004-05-04}",,,"1.0","{37.506|37.506|37.506}",,
"File1_5317+File2_17833","0.8571428571428571","1.0","{90.413|90.413}","1.0","{CHINA|CHINA}","1.0","{5.7|5.7}","1.0","{33.0|33.1}","0.0","{02:05:42|21:05:43}","1.0","{2006-04-19|2006-04-19}",,,"1.0","{31.607|31.607}",,
"File1_4494+File2_7700+File3_0432","0.9629629629629631","1.0","{-102.533|-102.533|-102.533}","1.0","{MEXICO|MEXICO|MEXICO}","1.0","{8.1|8.0|8.0}","1.0","{28.0|27.9}","0.6666666666666666","{13:17:47|13:17:47|09:47}","1.0","{1985-09-19|1985-09-19|1985-09-19}","1.0","{4000.0|4104.0}","1.0","{18.19|18.19|18.19}","1.0","{9500.0|9500.0}"
"File1_5749+File2_21706+File3_1169","0.9583333333333333","1.0","{61.996|61.996|61.996}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{7.7|7.7|8.0}","1.0","{80.0|80.0}","1.0","{10:44:20|10:44:20}","1.0","{2013-04-16|2013-04-16|2013-04-16}",,,"1.0","{28.033|28.033|28.033}","1.0","{40.0|41.0}"
"File1_5213+File2_16995","1.0","1.0","{138.885|138.885}","1.0","{JAPAN|JAPAN}","1.0","{5.9|6.0}","1.0","{14.0|14.1}","1.0","{01:40:50|01:40:50}","1.0","{2004-10-27|2004-10-27}",,,"1.0","{37.284|37.284}",,
"File1_4178+File2_3424+File2_3429","0.7619047619047619","0.6666666666666666","{-69.75|-69.755|160.042}","0.6666666666666666","{VENEZUELA|VENEZUELA|RUSSIAN FEDERATION}","1.0","{6.1|6.1|6.2}","1.0","{33.0|33.0|33.0}","0.6666666666666666","{09:34:36|09:34:37|10:34:57}","0.6666666666666666","{1975-04-05|1975-04-05|1975-04-06}",,,"0.6666666666666666","{10.04|10.04|52.212}",,
"File1_4804+File2_11960","1.0","1.0","{-67.553|-67.553}","1.0","{BOLIVIA|BOLIVIA}","1.0","{8.2|8.2}","1.0","{631.0|631.3}","1.0","{00:33:16|00:33:16}","1.0","{1994-06-09|1994-06-09}",,,"1.0","{-13.841|-13.841}","1.0","{5.0}"
"File1_5854+File2_22581","1.0","1.0","{152.562|152.5623}","1.0","{PAPUA NEW GUINEA|PAPUA NEW GUINEA}","1.0","{7.5|7.5}","1.0","{41.0|41.0}","1.0","{23:48:01|23:48:31}","1.0","{2015-03-29|2015-03-29}",,,"1.0","{-4.729|-4.7294}",,
"File1_5778+File2_21909+File3_1171","1.0","1.0","{65.505|65.5052|65.5052}","1.0","{PAKISTAN|PAKISTAN|PAKISTAN}","1.0","{6.8|6.8|7.0}","1.0","{12.0|12.0}","1.0","{07:34:45|07:34:06|07:34}","1.0","{2013-09-28|2013-09-28|2013-09-28}",,,"1.0","{27.183|27.1825|27.1825}","1.0","{22.0|22.0}"
"File1_4215+File2_4015+File3_0107","0.9629629629629631","1.0","{114.888|114.888|114.888}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{6.5|6.5|7.0}","1.0","{40.0|40.0}","0.6666666666666666","{07:13:24|07:13:24|06:13}","1.0","{1976-07-14|1976-07-14|1976-07-14}","1.0","{195.0|195.0}","1.0","{-8.17|-8.17|-8.17}","1.0","{573.0|573.0}"
"File1_5313+File2_17805","1.0","1.0","{121.278|121.278}","1.0","{TAIWAN|TAIWAN}","1.0","{6.2|6.1}","1.0","{9.0|9.0}","1.0","{10:02:19|10:02:20}","1.0","{2006-04-01|2006-04-01}",,,"1.0","{22.868|22.868}",,
"File1_4039+File2_1571+File3_1496","1.0","1.0","{28.7|28.808|28.7}","1.0","{TURKEY|TURKEY|TURKEY}","1.0","{5.7|5.7|6.0}","1.0","{18.0|20.0}","1.0","{09:01|09:01:27|09:01}","1.0","{1970-04-23|1970-04-23|1970-04-23}",,,"1.0","{39.1|39.071|39.1}",,
"File1_5600+File2_20143","1.0","1.0","{-97.782|-97.782}","1.0","{MEXICO|MEXICO}","1.0","{6.2|6.3}","1.0","{20.0|20.0}","1.0","{07:22:27|07:22:28}","1.0","{2010-06-30|2010-06-30}",,,"1.0","{16.396|16.396}","1.0","{1.0}"
"File1_5371+File2_18333+File3_1000","1.0","1.0","{136.588|136.588|136.588}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{6.7|6.7|7.0}","1.0","{8.0|8.0}","1.0","{00:41:57|00:41:58|00:42}","1.0","{2007-03-25|2007-03-25|2007-03-25}","1.0","{250.0}","1.0","{37.336|37.336|37.336}","1.0","{1.0|1.0}"
"File1_5110+File2_16269+File2_16270+File3_0884","0.8796296296296297","0.75","{3.634|3.634|3.813|3.634}","1.0","{ALGERIA|ALGERIA|ALGERIA|ALGERIA}","0.75","{6.8|6.8|5.7|7.0}","0.6666666666666666","{12.0|12.0|10.0}","1.0","{18:44:20|18:44:20|18:51:10|18:44}","1.0","{2003-05-21|2003-05-21|2003-05-21|2003-05-21}","1.0","{5000.0|5000.0}","0.75","{36.964|36.964|36.97|36.964}","1.0","{2266.0|2266.0}"
"File1_4069+File2_1931+File2_1932+File2_1933+File3_0265","0.95","1.0","{29.8|29.784|29.678|29.696|29.8}","1.0","{TURKEY|TURKEY|TURKEY|TURKEY|TURKEY}","1.0","{5.9|6.2|5.6|5.7|6.0}","1.0","{23.0|22.5|23.5|22.5}","0.6","{06:25:13|06:25:16|10:10:37|12:57:25|06:25}","1.0","{1971-05-12|1971-05-12|1971-05-12|1971-05-12|1971-05-12}",,,"1.0","{37.6|37.585|37.552|37.503|37.6}","1.0","{57.0}"
"File1_4157+File2_3161+File2_3162","0.7619047619047619","0.6666666666666666","{94.03|-176.11|94.034}","0.6666666666666666","{MONGOLIA|TONGA|MONGOLIA}","1.0","{6.7|6.6|6.7}","1.0","{33.0|33.0|33.0}","0.6666666666666666","{19:30:42|23:25:09|19:30:42}","0.6666666666666666","{1974-07-04|1974-07-03|1974-07-04}",,,"0.6666666666666666","{45.14|-29.122|45.136}",,
"File1_5318+File2_17835+File3_0996","0.875","1.0","{167.089|167.089|167.089}","0.6666666666666666","{RUSSIA|RUSSIAN FEDERATION|RUSSIAN FEDERATION}","1.0","{7.6|7.6|8.0}","1.0","{22.0|22.0}","0.6666666666666666","{23:25:02|23:25:02|12:25}","0.6666666666666666","{2006-04-20|2006-04-20|2006-04-19}","1.0","{55.0|55.0}","1.0","{60.949|60.949|60.949}",,
"File1_4670+File2_10099","0.8571428571428571","1.0","{167.464|167.464}","1.0","{VANUATU|VANUATU}","0.0","{6.4|7.2}","1.0","{126.0|125.7}","1.0","{12:37:59|12:38}","1.0","{1990-07-27|1990-07-27}",,,"1.0","{-15.355|-15.355}",,
